"X","Comment","label"
1229,"۳تا از دلسترها با طعم هلو اومده برای عوض کردنش چیکار باید کرد",1
859,"با اینکه بعلت دیرکرد پیک با اپراتور صحبت کرده بودم و چون خودم حضور نداشتم قرار بر این شد که کالاهارو درب واحد به همسرم تحویل بدن اما بازهم کالاهارو داخل اسانسور گذاشتن 
بجای پک ۸ عددی باطری نیم قلمی پک قلمی و نیم قلمی ارسال شد، (احتمالا مشکل یا در درج اسم کالا داخل اپلیکیشنه که بصورت کامل نوشته نشده و یا کم دقتی خودم در انتخاب کالا)
تعداد بسته های شکر کم بود و یکی از بسته های شکر پاره شده بود و از همه بدتر تمام کالا ها شدیدا بوی دوده ی ماشین میداد",3
291,"موز کیلو ۶۰و... موز کوچک کیلو ۳۰ ارسال شده گوجه ارسال نشده گوجه چری ده تا دونه انار خشکیده یا ماموراتون مورد اعتماد نیستند یا وجدان کاری ندارید اعتماد می‌شود نزدیک ۷۰۰ خرید شده آشغال ارسال شده",1
8,"كالاهاي انتخاب شده اصلا ارسال نشده اند از كل فاكتور فقط آب آشاميدني و شير تحويل داده شده",1
599,"قند و شکر و نمک وایتکسی بود و غیر قابل استفاده بود .",1
2419,"نرم کننده لباس رو با مواد خوراکی یکجابسته بندی کردید که نرم کننده ریخته بود روی مواد خوراکی و بو گرفته بود و حلوا شکری که کلا دور ریخته شد . کلا مواد غیره خوراکی رو با خوراکی یکجا بسته بندی نمی کنن .",2
1252,"کشک مایع سمیه سفارش دادم کشک خشک تنقلاتی فرستادین",1
2276,"سلام یکی از بسته های برنج پاره شده بود و مقداری از آن ریخته بود. تقاضای رسیدگی دارم.",2
1000,"سلام
من ۴ بسته ۴ تایی شیر گرفتم که متاسفانه ٢ بسته از ۴ بسته بسیار بد از زیر جعبه ها لِه شده بودن ، مجبور شدم همه رو توی ظرف خالی کنم بجوشونم
چرا بسته‌های خراب و لِه شده رو ارسال میکنید !",1
412,"درب حلوا ارده کاملاً شکسته و آسیب دیده بود محصول هم کیفیت مطلوب را نداشت. اصلا راضی نبودم عکس کالا را در بخش پشتیبانی ارسال میکنم.",2
963,"یکی از تخم مرغها شکسته بود",2
1921,"متاسفانه پودر کافی میت باز شده بود و ریخته بود رو وسایل و یه مقداریش دور ریز شد",2
1259,"همه چیز خوب بود به جز شلغم و پرتقال که توشون خرابی داشت
از یک کیلو شلغم سه تاش بد بود و از دو کیلو پرتقال ۶تاش",1
1779,"وقتی محصول بدستم رسید ، در پلاستیکی نداشت ، جلد روی پنیر کامل پاره شده بود و پنیر به بیرون زیخته بود و سایر اقلام رو هم کثیف کرده بود.",2
1227,"روغن ورب منجمد بود
پیشنهادم اینه که قبل از ارسال کنترل بشه",1
1090,"کاهو پلاسیده بود و بروکلی همش چوبی بود",1
2244,"بجای کراکف پنیری 55 درصد گوشت قرمز 202
هاتداگ 60 درصد مرغ با پنیر گودا ارسال شده",1
1980,"سلام کالا را در خرید عمده با تخفیف مدنظر خریدم به تعداد زیاد تا از تخفیف برخودار شود ولی در زمان ارسال قیمت بیشتر زده شده و در کیف پول مبلغ اضافی را به عنوان بدهی ذکر گردیده است.",0
2568,"بسته بندی نان باز شده و درنتیجه برای من غیرقابل استفاده است",2
1607,"با سلام من ۲ شامپو سان سیلک ۶۰۰ سی سی که تخفیف داشت خرید کردم ولی بعد از پرداخت قیمت اصلی حساب شد ، با پشتیبانی تماس گرفتم ۳ تا ۳۵۰ سی سی جایگزین کردن به قیمت ۵۶۰۰۰ هزار ت وگفتن الان ۷۰۰۰۰ تومان میزنن وپس از تحویل مابقی از ۵۶۰۰۰ ت برگردانده میشه ولی مبلغ ۱۴۰۰۰ ت عودت داده شده، لطفا پیگیری بفرمایید، سپاس",0
1346,"با سلام
بنده هیچ توقعی بابت دریافت کالای هدیه ندارم واین پیغام صرفا جهت اطلاع رسانی می باشد در بسته تحویلی ژل ظرفشویی پریل موجود نبود",1
817,"متاسفم برای هایپر استار که اینقدر کیفیت تخم مرغاش پایین اومده واقعا اندازه تخم کفتره?",1
2125,"پرتقال ابگیری گفتم ن هرچی پرتقال خرابه اینا چی هستن دیگ خراباشو جمع کردین اوردین. از بازرگامم باهمین قیمت سفارش دادم ادم کیف میکنه پرتقالو میبینه",1
2552,"جنس شکسته میفرستین",2
2187,"بعضی شیرها نی ندارند",1
1189," پسته بی کیفیت",1
1949,"باره دوم هست که درخواست میگیرم وسفارش معیوب دستم میرسه امروز سفارشم بدون فاکتور دستم رسید پیک هم بخاطرگم شدن فاکتور جوابگو نیست فایرپاور که توفاکتور بعنوان هدیه ذکر شده هم جزو اجناس نبود",1
1294,"تخم مرغ برای ۱۱ روز پیش بود و
خمیر هزارلا تاریخ تولیدش برای ۵ ماه پیش بود و یک ماه از تاریخش فقط مونده بود",1
1286,"دو تا از لامپهای آفتابی روشن نمیشد!",1
4,"سلام وقتتون بخیر
نارنگی با قیمت ۱۹۹۰۰ خریداری شده ولی قیمت روی نارنگیه ارسال شده ۱۴۹۰۰ تومان ثبت شده است",0
1242,"دو مورد از کالاها ارسال نشدند?",1
3235,"قیمت شکلات ١۵٠٠٠تومان بود ولی برای من ٢٠٠٠٠تومان فاکتور شده بود",0
2784,"با توجه به تاخیر دو ساعته یخ مرغ کاملا آب شده بود طعم مرغ تغییر کرده بود .
در بازه زمانی تعیین شده ارسال نشده بود و ۲ ساعت تاخیر داشت . ساعت از ۲۳ گذشته بود که اجناس تحویل داده شد.
با توجه به بهتر بودن خدمات هایپر استار باکری (ارم) و تزدیک بودن به آدرس من لطفا مثل سابق شرایط خرید از هایپر باکری را برایم مقدور بفرمایید .متشکرم",3
2474,"سلام.اول که راننده اسنپ به عمد یا سهو ثبت تحویل کالا به مشتری را اعلام کرده بود.که پس از تماس مکرر با یک خانم کارشناس وآقای کشاورز و آقای خسروی و مکررا تماس من مشخص شد پیک به دروغ ثبت تحویل کالابه مشتری در اپلیکیشن نموده بود که پس از پیگیری جناب خسروی بعد با تاخیر ۵ساعته در ارسال کالا و عدم پیگیری کارشناس با بنده و بی تفاوتی اسنپ مارکت و عدم تحویل کامل کالاها از جمله تخم مرغ و بازبودن درب مایع مشکین شوی و ریختن آن در کیسه و با وجود تماس مکرر بنده و ثبت ۴ تیکت و بیشتر حدودا ساعت۲۰/۳۶دقیقه تازه از تهران تماس گرفتند که مشکل چیست که جای تعجب از رسم بدمشتری مداری داردوقبلاپیامک ارسال کالاهم ارسال میکردیدکه این هم حذف شده و خلاصه بی دقتی عدم نظارت و عدم اطلاع پاسخگوی مشتریان و بهانه های بیهوده فقط مشتریان را بدبین خواهدکرد.حال تکلیف بنده برای۵ساعت واندی معطلی و این شرح ماوقع چیست.",3
1139,"سلام
متاسفانه به علت بى توجهى !!!!!!؟؟؟؟؟؟يكى از بادى اسپلش هايى كه خريدارى كردم (زنانه ماى)قسمت ازپخش اسپرى ترك خورده ومقدارى هم ازاسپرى ريخته بود ، لطفاً پيگيرى شود.",2
809,"تخم مرغ شکسته بود!",2
1902,"افتضاح و اشغال.نصفه .پلمپ نشده.استفاه شده
کلک دروغ
قیمتا با بقیه جا ها بعد از تخفیفات یکی هست.هیچ فرقی ندارن.گول تخفیف نخورید",1
1507,"نوشیدنی گازدار انگور هابرت نصفش خالی شده بود توی کیسه",1
2686,"پیازها بیش از اندازه درشت بودند",1
2123,"درب شوینده ها شل شده بود و کل پاکت مایع پر شده بود",1
398,"روی بسته ۹ عددی تخم مرغ نوشته ۴۰۰۵۰۰ ریال شما ۴۴۵۵۰۰ حساب کردید چرا؟",0
1497,"۱- ژل ماشین ظرفشویی پریل(هدیه) همراه کالاها نبود(هدیه ایی برای ما نیاوردن)
۲ - برای تخفیفات بازه زمانی تعریف فرمایید؛در حال خرید هستیم پس از تکمیل خرید با مراجعه به سبد خرید متوجه میشویم که تخفیف بعضی از کالا ها تمام شده است.",0
1414,"یخ اب شده",3
2537,"لطفا بسته بندی مواد را جداگانه کنید چون چندبار باعث آسیب دیدگی شده است ممنون",2
2773,"سلام و عرض ادب، عسل اصل چهل گیاه نبود. رایحه عسل نداشت.",1
515,"پنیر پیتزایی که در تصویر بود و انتخاب کردیم برند ۲۰۶بود ، اما جنسی که ارسال شده است یک برند دیگری هست",1
590,"با سلام
اگه کمی بهتر ارسال بشن بهتره مثلاا دو عدد از تخم مرغ های من شکسته بود 
فقط خوبیش به این بود که داخل یک نایلون جدای از باقی سفارش بود که اونها رو کثیف نکنه",2
1122,"سلام 
خسته نباشید 
کسی که یه مقدار کم سفارش میده که نباید انقدر بی کیفیت بفرستین 
هویجا خیلی درشتن لیموها هم همینطور و یکی از لیموها از ۴ تا خرابه",1
2516,"سفارشی ک قرار بود ساعت ۷تا ۱۰ شب بدستم برسه ساعت ۱۱ رسید درصورتیکه من بیرون کار داشتم کارم کنسل شد بخاطر دیر رسیدن کالا 
و مغایرت قیمت کالا ...ظرفشویی ک ۴۰ هزار و خورده ای ادعا میکردن هست و روش تخفیف گذاشتن ...قیمت روشو نگا کردم ۳۴هزارو ۹۰۰ تومان بود نه ۴۰هزار و خورده ای وگرنه قطعا یه برند دیگه خرید میکردم...در کل بشدت ناراضی",0
2282,"در بسته بازوی بوقلمون یک بازو هست و یک تکه دیگه که ااز جای دیگه بوقلمون هست واون تیکه کهنه هست و بومیده و تغییر رنگ داده عکس میفرستم",1
424,"سویا تراریخته ،مرغ سالیذ تاریخ یک روز قبل بود",1
1974,"سلام خیلی خیلی متاسفم دو تا از کارتن کلوچه ها خالی بود چسبش باز شده بود و میان بقیه گذاشته شده بود خیلی بده واقعاً",1
3229,"با درود.
درخواست من اسپرسو دبل بوده و اسپرسو فرستاده‌اند.",1
1500,"قیمت ماست تو تخفیف ۳۵ ولی توی فاکتور ۵۱ حساب شده",0
2159,"چرا قیمت روی کالا از قیمت خرید کمتره و تازه تو لیست کالای تخفیف گذاشتین؟",0
1496,"با سلام.همه موارد خوب بود فقط کیفیت دستمال توالت هایپراستار خیلی خیلی بد بود و حجم دستمال خیلی خیلی کم بود کارتن داخل دستمال قطر خیلی بالایی داره به طوریکه بیشتر حجم دستمال کارتن توخالی وسطش هست خلاصه که اصلا کیفیت خوبی که نداره هیچ افتضاحترین هست ممنون",1
2871,"با سلام
یکی ازتون مرغ ها شکسته بود
در خرید قبلی هم این موضوع اتفاق افتاده بود",2
351,"ترکیده بود ماست",1
997,"سلام 
وقت بخیر
متاسفانه این دومین سفارش من در یک روز بعد از مدتهاست که هر دو مشکل دار فرستادید
متاسفانه سفارش من کوکتل گوشت پنیری 55% می‌باشد که شما کوکتل مرغ پنیری فرستاده آید لطفاً بررسی پیگیری و نسبت به مرجوع و تعویض آن با کالای سفارشی اصلی من اقدام فرمایید
من بعد از بیش یکسال دو‌تا سفارش انجام دادم که هردوتا ی آن در یک روز مشکل دار بودند
حتی امروز سفارش صابون من راهم حذف کردید
اینجوری ما مشتریان قدیمی را مایوس و پشیمان میکنید
این نشانه عدم اهمیت و احترام شما برای مشتری هست
عکس و فاکتور سفارش ارسال شده است

1401/10/22
با تشکر",1
3232,"نرم کننده لباس باز شده بود و ریخته بود داخل پلاستیک ☹️",2
1689,"متاسفانه اول یک ساعت باید محصول مورد نظرمون رو پیدا کنیم بعدش یک ساعت مونده ب تحویل تماس میگیرن میگن موجودی نداریم و چون مشتری مجبوره جایگزین میکنه",1
2504,"پشتیبانی جو دو سر پرک ٱ آ ب رو حذف و برند رشد رو جایگزین کرد ، اما متاسفانه محصول رشد جو پرک معمولی هست نه جو دو سر !! که متاسفانه هایپر و پشتیبانی اسنپ دقت لازم رو در جایگزینی کالا نداشتن و این محصولی هیچ کاربردی برای من نداره",1
1083,"دو عدد ماکارانی باز هست یک ادامس بیشتر نگذاشتید'''تو تا آدامس سفارش دادم",1
1170,"من ۴محصول سفارش دادم و فقط یک محصول بدستم رسید",1
3133,"چهارعدد از ۶ تخم مرغ کاملا شکسته بود",2
422,"با سلام و تشکر از زحمات عزیزان زحمتکش اسنپ مارکت متاسفانه این دومین بار است که بسته بندی ها پاره شده و تمام مواد ،داخل کیسه ریخته شده دفعه قبلی بسته بندی سبزیجات و مواد پروتئینی پاره شده بود و مواد داخل کیسه ریخته شده بود لطفا به این موارد رسیدگی فرمایید ممنون",2
169,"ست ۵ تکه ظروف پلاستیکی قفلدار هایپر استار خریداری کردم متاسفانه ۴ تکه هست و ۱ تکه کم هست.لطفا راهنمایی کنید",1
323,"فایر پاور هدیه ارسال نشده بود و تاخیر زیاد",1
2863,"بیسکوییت باز بود ... واقعا ک افتضاحه ، ممنون میشم پیگیری کنید",1
2844,"از تعداد ۱۳ عدد کیسه ۹ عدد تحویل شده است.",1
1726,"به جای یخ خشک در زیپ کیپ چند قالب یخ معمولی گذاشته بودن که زیپ کیپ خوب بسته نشده بود و یخ ها اب شده بودن و در گوشت چرخ کرده نفوذ کردن. اسنپ مارکت خیلی بد شده. الان چند بار شده که خریدام مشکل دار به دستم میرسه. دیگه از اسنپ خرید نمیکنم و از خانواده دوستانم هم درخواست میکنم خرید نکنن",1
740,"سلام لطفاکالای نامرغوب یاگاهاناموجودروازلیست موجودیهاحذف کنید",1
1021,"هیچ یک از گرم های اضافه دریافتی درست نبود.",1
581,"کره ها ارسال نشده بود که تماس گرفتم با پشتیبانی قرار بود پیگیری انجام بشه و تماس بگیرند که هنوز تماسی گرفته نشده.",1
1146,"کل نوشابه سون آپ خالی شده است",1
1439,"متاسفانه گوجه ها بسته بندی نداشت و بسیار بی کیفیت بود",2
2408,"بنده کوکتل بلغاری سفارش دادم کوکتل ساده فرستادن 
خودم بلد نبودم ساده سفارش بدم مگه",1
752,"تخم مرق ها شکسته بودند",2
1711,"ژل ماشین ظرفشویی تو سفارشاتی که به دستم رسید نبود",1
2203,"فلفل تولید ۱۳ ماه قبل است
وقیمت روی محصول ۱۲۲۵۰۰ در حالیکه من با تخفیف ۱۶۰ خریدم",1
3233,"معمولٱ محصولات پروتئینی از کیفیت پایینی برخوردارن وعلیرغم درج تاریخ روز مشخصه که تولید چند روز قبل هستن وتازه نیستن.اگه اینمورد مدنظر قرار بگیره وفروشنده ها موظف بشن محصولات باکیفیت ارائه کنن در اینصورت خرید از اسنپ مارکت بهترین گزینه خرید اینترنتیه.فیله مرغ خریداریشده علیرغم تاریخ روز مشخص بود که تازه نیست و نزدیک به فاسد شدنه.",1
1483,"گوجه فرنگی لکه های سیاه داره کیوی اکثراکال بعضی شل بود خواهشاً محصول بی کیفیت نفرستیدو بموقع محصول تحویل دهید",1
2471,"سلام وقت بخیر 
شکلات تلخ باراکا تازه نبود وبو میداد و مثل این بود که یکسال ازش گذشته
کاش اگر تخفیف روی کالا گذاشته میشد کیفیت هم در نظر گرفته میشد",1
958,"تو عکس شمع قرمزه و من برای تولد میخواستم اما برای من شمع سیاه فرستادن☹️",1
885,"عصاره الیت. ارسال نشده",1
340,"بعضی از سفارش ها دقیقاً اون چیزی نیست که خریدید.",1
672,"محصول بهداشتی پلمپ نبوده",1
388,"نارنگی بی کیفیت",1
331,"پیک اقلام رو جلوی درب توی کوچه گذاشته بود. و صبر نکرد که بیام پایین و تحویل بگیرم و رفته بود.
درضمن یکی از کالا ها عوض شده بود و جنس دیگه ای بجاش ارسال شده بود و تغییر یافته بود. متاسفم",3
2786,"باسلام. دیروز که هوا بارانی بود محصولات سفارشی من را با با وانت (عقب وانت) آوردند پلاستیک‌های کالاها ازشون آب می‌چکید. پودر لباسشویی ها خیس وخراب شده بودند وقابل استفاده نبودند. لطفا درچنین روزهایی کالاها با وانت روباز تحویل داده نشوند.",3
1639,"من شیر پرومیلک کاله با پروتیین وی با قیمت ۴۵هزارتومن سفارش دادم ولی نوع دیگر پرومیلک با قیمت ۳۸هزار تومن ارسال شده",0
1420," 5 تخم مرغ",2
2813,"من یه بسته ۱/۵کیلویی سینه مرغ سفارش دادم که وزنشون کم بود وفیله هم نداشتن واقعا متاسفم کم فروشی توی این اوضاع ه گرونی آخه چرا ؟؟؟؟",1
1168,"گوجه گیلاسی به جای گوجه بوته ای داخل عکس ارسال شده و مورد تایید نیست",1
3055,"ارسال ماالشعیر جوجو تاریخ گذشته",1
865,"متاسفانه لیموترش بسیار درشت فرستادند !!",1
878,"بر روی محصول نودل جهان، ۸۵ گرمی ذکر شده، در حالیکه ۷۵ گرمیست، این مغایرت در هنگام خرید گمراه کننده‌ست، چرا که تفاوت در قیمت و وزن این محصول برای خرید انگیزه ایجاد میکند، و گرنه محصولات با کیفیت بهتر و با همین وزن موجود بود.
لطفا رسیدگی کنید.",1
1936,"کاهو تازه نبود",1
892,"من نرم کننده مو ثبت کرده بودم اما تو خریدهام نبود",1
1699,"مایع لباس شویی جنرال نویتکس نصفه شده بود ریخته بود چون عجله داشتم مسافر بودم پیگیری نکردم و استفاده کردم",2
1442,"دو تا از تن ها ضربه دیده و قر شده و تخفیفش هم لحاظ نشده",2
527,"شیر تاریخ مصرف گذشته فرستادن",1
1488,"کیفیت سیب زمینی و پرتقال جالب نیست",1
40,"درب ماست درست بسته نشده بود و در اثر تکانهای زیاد ماست آب انداخته بود و شبیه دوغ شده بود و مقداری از ماست داخل مشما ریخته شده بود",2
442,"موز سبز و نارس تحویل دادید

همه موزا سبزه",1
1728,"بسته بندی رو تغییر بدین

کمی شکیل تر و قوی تر ??
کیسه پارچه ای با لیبل مربوط ب فروشگاه",2
2818,"با سلام کالا ها را در پشت وانت در زمان بارندگی شدید باران برای من ارسال شده و اکثر پودر رختشویی ها آسیب دیده",3
887,"پنیر سفارش داده شده ،پنیر ۲۰۶ با ۴۰ درصد تخفیف بود،در حالی که پنیر ارسال شده یک پنیر دیگه با کیفیت پایین بود،که قیمت اصلی پنیر از سفارش ما کمتر بود،متاسفانه قبلا هم این کار انجام شده بود ،ولی ما پیگیری نکردیم،لطفا این نوبه حتما بررسی بشه و من واقعا ناراضی هستم",0
111,"قارچ بی کیفیت",1
2253,"باسلام بسته شش تایی آب معدنی بایستی در بسته بندی خودش باشه نه فله ای بطوری که فشار داده شده بود نایلکس کلی آب توش بود هزینه بسته بندی برای چیست؟رسیدگی کنید",2
1023,"سلام،بازم مغایرت قیمت در قندوشکر،لطفا پیگیری شود،بنده کاسبکارم و این قیمت برایم مقرون بصرفه نیست،ممنوون",0
3031,"از ۶ عدد تخم مرغ، یکی شکسته ودر ظرف پخش شده. یکی کاملا روی اب می مونه یعنی کاملا فاسد شده و۴ عدد بعدی نیمه معلق در اب می مونه یعنی نزدیک به فساد عملا هزینه تخم مرغ اضافه دریافت شده
یکی از روغن ها نیز ظرفش فرورفته وضربه دیده هست. 
امیدوارم رسیدگی کنید",1
1163,"چندمین بار هست که وسایل تمیز کننده با ظرف شکسته و ریخته شده به دستم میرسه
لطفا دقت بیشتری داشته باشید ....",2
3182,"درب پنیر سوراخ شده و آب کثیف وارد آن شده بود",2
605,"کا لا ها مال عصر قدیم بودنند",1
3047,"با سلام ،۲ بسته تخمه کدو گوشتی سفارش دادم ،یک بسته ارسال شده است ،
لطفا قیمت ما به التفاوت مرجوع شود یا مجددا ارسال کنید",1
2962,"لطفاً بگید برای حمل تخم‌مرغ‌ها دقت بیشتری صورت بگیره که نشکنن، تعدادی از تخم‌مرغ‌ها شکسته بدستم رسیدن.",2
311,"سلام. بجای کروسان 60 گرمی، 45 گرمی برام ارسال شده بود. ممنون از پیگیریتون",1
1022,"افتضاح توی الوچه مو بود کلشو ریختیم دور چرا نظارت نمیکنید رو مسایل بهداشتی؟ پرسنل کلاه سرشون کنن اینقدر براتون سخته؟",1
2259,"بنده سس فرانسوی بیژن سفارش دادم برای من سس کچاپ ارسال کردن",1
3124,"سلام يه شونه تخم مرغ تمامش شكسته بود",2
767,"سلام وقتتون بخیر من ذغال سرخ کنی که خریدم دسته ش که چوبی هست یه ترک بزرگ داره متاسفانه",1
143,"برای ناگت قیمت مصرف کننده 150/0000 تومان ثبت شده و قیمت خرید من هم 150/000 تومان بوده = تخفیف 0 داشته 
تاریخ تولید ناگت برای 3 ماه قبل است

تاریخ تولید قدیمی # با درج قیمت جدید",1
2618,"ژل آتش زا همراه ذغال نبود!",1
441,"ماست تاریخ گذشته ارسال شده، واقعا متاسفم، سریعا پیگیری کنید",1
3039,"با این که موقع سفارش زده تخفیف زده بودید برای مایع سفید کننده و پودر ماشین لباسشویی و ماالشعیر جوجو. ولی وقتی به دستم رسید دیدم هیچ تخفیفی ندادید. ?",0
3119,"بنده روغن سه لیتری سفارش دادم برای من ۲۷۰۰لیتری اوردن واقعا متاسفم",1
1112,"عکس کالا بزرگتر خیلی بزرگتر از اصل ان بود",1
316,"بیش از نیمی از مدت مصرف الویه و سوپ جو نامی نو و همچنین یکی از پچ پچ ها گذشته است.",1
